Age,Months as a Customer,Number of Products,RFM Score,Average Balance Feed Index,Number of Transactions,Personal Debt to Equity Ratio,Months Current Account,Number of Loan Accounts,Customer ID,Has Bad Payment Record,Members Within Household,Number of Call Center Contacts,Gender,Marital Status,Age Youngest Child,Number of Workers in Household,Percentage White Collar Workers,Household Debt to Equity Ratio,Income,Weeks Since Last Offer,Homeowner,Accepted Personal Loan,Accepted Retention,Accepted Home Equity Loan,Accepted Credit Card,Annual value,Interested in Personal Loan,Interested in Retention,Interested in Home Equity Loan,Interested in Credit Card
39,24.000000,10,16.657713,425,10,39,19,2,53840,0,5,11,"F","M",11,7,44,48,36863.000000,21,"F","T","T","F","F",500,"T","F","F","F"
30,0.000000,0,0.000000,0,0,30,-1,1,53810,0,5,9,"M","S",0,21,35,43,50285.000000,11,"F","F","F","T","F",100,"F","F","F","F"
34,36.000000,0,0.000000,0,0,34,34,1,53878,0,5,7,"M","U",5,12,25,62,57778.000000,43,"F","F","F","F","F",100,"F","F","F","F"
44,24.000000,0,0.000000,0,0,44,23,1,53927,0,2,0,"F","S",12,14,28,56,45887.000000,42,"F","F","F","F","T",100,"F","F","F","F"
45,48.000000,1,7.599000,299,1,45,38,2,53962,0,1,7,"F","M",15,10,43,45,55197.000000,32,"F","F","F","F","F",230,"F","F","F","F"
53,12.000000,4,7.469000,69,1,53,0,1,54108,0,2,11,"M","U",24,13,43,42,77894.000000,17,"F","F","T","F","F",220,"F","F","F","F"
24,24.000000,0,0.000000,0,0,24,12,0,54238,0,5,11,"F","S",0,7,33,58,65263.000000,8,"F","F","F","F","F",0,"F","F","T","F"
44,12.000000,2,8.582333,49,1,44,10,0,54240,0,3,10,"M","M",12,17,25,56,60979.000000,12,"T","F","T","F","F",60,"F","F","F","F"
45,24.000000,0,0.000000,0,0,45,19,1,54371,0,2,11,"F","U",15,15,28,55,54742.000000,42,"T","F","F","F","F",100,"F","T","F","T"
41,24.000000,3,12.916657,50,1,41,16,1,54421,0,4,10,"M","U",11,15,21,62,47494.000000,17,"F","F","F","F","F",190,"F","F","F","F"
47,36.000000,0,0.000000,0,0,47,23,0,54460,0,6,8,"M","S",17,12,24,62,47588.000000,23,"F","F","F","F","T",0,"F","F","F","F"
42,36.000000,21,7.615667,449,1,42,30,3,54554,0,6,11,"F","U",13,8,35,56,35867.000000,3,"T","F","F","F","F",930,"F","F","F","F"
50,48.000000,2,8.678000,178,2,50,38,2,54572,0,2,11,"M","M",19,8,26,64,51772.000000,31,"T","F","F","F","T",260,"F","F","F","F"
57,24.000000,43,28.655300,356,22,57,23,0,54363,0,3,9,"F","M",28,8,29,62,20666.000000,51,"F","F","F","F","F",1290,"F","T","F","F"
34,36.000000,26,32.937073,204,26,34,25,0,54544,0,1,11,"M","M",8,11,36,51,31179.000000,18,"F","F","F","F","F",780,"F","F","F","F"
34,24.000000,2,9.235667,69,1,34,16,0,54587,0,5,0,"M","S",3,20,40,39,21103.000000,33,"F","F","F","F","F",60,"F","F","F","F"
60,24.000000,0,0.000000,0,0,60,14,3,54671,0,2,9,"M","U",30,10,41,48,39011.000000,52,"T","F","F","F","F",300,"F","F","F","T"
34,48.000000,0,0.000000,0,0,34,36,2,54597,0,1,0,"F","S",4,11,36,51,47728.000000,30,"T","T","F","F","F",200,"F","F","F","F"
54,24.000000,24,30.640947,475,24,54,14,1,54633,0,2,9,"F","S",22,10,28,60,68890.000000,38,"F","F","F","F","F",820,"F","T","F","F"
34,36.000000,0,0.000000,0,0,34,27,1,54896,0,5,11,"F","M",2,12,46,41,45864.000000,19,"F","F","T","T","F",100,"F","F","F","F"
27,12.000000,0,0.000000,0,0,27,7,0,54996,0,3,8,"F","S",0,7,33,58,65263.000000,1,"T","F","F","F","F",0,"F","F","F","F"
45,12.000000,4,7.729000,129,1,45,8,0,55003,0,2,8,"M","U",17,6,30,62,58487.000000,29,"T","F","F","F","F",120,"F","F","T","F"
68,12.000000,1,8.302333,69,1,68,9,1,55022,0,6,10,"M","M",38,12,27,59,44754.000000,39,"T","T","F","F","F",130,"F","F","F","F"
24,36.000000,0,0.000000,0,0,24,27,4,54797,0,3,10,"F","S",0,16,32,50,50159.000000,30,"T","F","F","F","F",400,"F","F","F","F"
45,12.000000,3,7.853323,20,1,45,6,1,55178,0,6,5,"F","S",15,9,41,49,57797.000000,45,"F","F","F","T","F",190,"F","F","F","F"
42,12.000000,4,7.795667,129,1,42,8,0,55260,0,6,10,"F","U",14,8,33,57,38068.000000,50,"F","F","F","F","F",120,"F","F","F","F"
36,24.000000,4,10.298980,99,3,36,11,4,55285,0,5,9,"F","M",5,5,28,66,54811.000000,4,"T","F","T","F","F",520,"F","F","F","F"
28,0.000000,0,0.000000,0,0,28,-5,2,55109,0,2,6,"F","S",0,17,33,49,32093.000000,34,"F","F","F","F","F",200,"F","F","F","T"
40,24.000000,16,15.727773,495,9,40,17,0,55258,0,1,11,"M","S",15,9,42,48,53970.000000,12,"F","F","F","F","F",480,"F","F","F","F"
15,48.000000,0,0.000000,0,0,15,41,1,55116,0,1,11,"M","S",0,13,47,38,50205.000000,48,"F","F","T","F","F",100,"F","F","F","F"
15,24.000000,1,11.349000,249,1,15,13,1,55134,0,5,9,"F","S",0,11,18,69,43220.000000,26,"F","F","T","F","F",130,"F","F","T","F"
46,24.000000,0,0.000000,0,0,46,13,1,55183,0,7,9,"F","M",19,7,40,51,53535.000000,8,"F","F","F","F","F",100,"F","F","F","F"
31,0.000000,1,0.000000,0,0,31,-3,3,55437,0,6,9,"M","U",4,12,27,59,44538.000000,44,"F","F","F","F","F",330,"F","F","F","F"
24,48.000000,0,0.000000,0,0,24,38,1,55530,0,1,11,"M","S",0,10,23,66,31972.000000,27,"F","T","F","T","F",100,"F","F","F","F"
34,36.000000,0,0.000000,0,0,34,27,0,55283,0,6,8,"F","S",3,9,31,59,36982.000000,43,"T","F","F","F","F",0,"F","F","F","F"
37,12.000000,3,10.499667,133,2,37,10,1,44567,0,3,8,"F","U",8,13,36,49,58877.000000,36,"T","F","F","F","F",190,"F","F","F","F"
40,12.000000,0,0.000000,0,0,40,10,0,44617,0,4,0,"M","U",12,13,45,41,78162.000000,45,"F","F","F","F","F",0,"F","F","F","F"
39,24.000000,0,0.000000,0,0,39,23,1,44649,0,3,10,"F","M",11,15,22,62,56387.000000,48,"F","F","F","F","F",100,"F","F","F","F"
15,24.000000,0,0.000000,0,0,15,22,1,44760,0,5,11,"F","S",0,11,18,69,43220.000000,26,"F","F","F","F","F",100,"F","F","F","F"
31,0.000000,3,0.000000,0,0,31,-5,3,44858,0,5,10,"F","S",0,10,28,60,56069.000000,44,"F","T","F","F","F",390,"F","F","F","F"
24,36.000000,5,11.814930,115,3,24,35,2,45060,0,3,9,"F","S",0,8,33,58,58465.000000,37,"F","F","F","F","T",350,"F","F","F","F"
54,0.000000,0,0.000000,0,0,54,-6,1,45258,0,5,8,"F","S",25,9,40,49,52497.000000,29,"F","F","F","F","F",100,"F","F","F","F"
28,48.000000,0,0.000000,0,0,28,38,1,45317,0,2,11,"M","S",0,14,32,53,63861.000000,12,"F","F","F","F","F",100,"F","F","F","F"
25,24.000000,0,0.000000,0,0,25,16,1,45344,0,1,9,"M","S",0,14,32,53,63861.000000,30,"F","F","F","T","F",100,"F","F","F","T"
26,0.000000,0,0.000000,0,0,26,-6,1,45551,0,2,9,"M","S",0,10,23,66,31972.000000,2,"F","F","F","F","F",100,"F","F","F","F"
23,36.000000,9,14.187450,588,7,23,26,2,45653,0,6,11,"M","S",0,12,29,58,43991.000000,51,"F","F","F","F","F",470,"F","F","F","F"
51,24.000000,0,0.000000,0,0,51,14,3,45662,0,3,0,"F","M",25,9,32,57,48702.000000,3,"F","F","T","F","F",300,"F","F","F","F"
30,12.000000,4,11.617283,184,2,30,8,1,45828,0,4,0,"M","S",2,12,29,57,71450.000000,46,"F","T","F","F","F",220,"F","F","F","F"
37,24.000000,0,0.000000,0,0,37,21,0,45835,0,3,9,"F","S",7,4,36,58,55328.000000,36,"F","F","F","T","F",0,"F","F","F","F"
42,36.000000,0,0.000000,0,0,42,27,0,45887,0,5,11,"M","S",13,14,19,66,59681.000000,20,"T","F","F","T","F",0,"F","F","F","F"
51,36.000000,4,10.113667,347,3,51,30,1,66370,0,7,0,"M","U",23,10,27,62,34335.000000,30,"T","F","F","F","F",220,"T","T","T","F"
58,36.000000,3,8.818990,219,2,58,32,0,66363,0,2,8,"F","M",26,14,38,46,50221.000000,20,"F","F","F","F","F",90,"F","F","F","F"
33,12.000000,4,10.594000,94,1,33,5,0,66599,0,6,7,"M","U",3,9,43,46,58861.000000,33,"F","T","F","F","F",120,"T","F","F","F"
38,0.000000,2,0.000000,0,0,38,-4,0,66638,0,5,11,"M","M",11,11,45,43,45924.000000,39,"F","F","F","F","F",60,"F","F","F","T"
31,24.000000,0,0.000000,0,0,31,17,0,66657,0,1,9,"M","S",0,18,18,63,52174.000000,9,"F","F","F","F","F",0,"F","F","F","F"
34,24.000000,3,13.602323,69,2,34,13,0,66738,0,3,9,"F","S",6,19,22,57,67784.000000,38,"F","F","F","F","F",90,"T","F","F","F"
58,12.000000,0,0.000000,0,0,58,6,1,66898,0,3,10,"M","S",26,12,33,53,51503.000000,44,"F","F","F","F","F",100,"F","F","F","T"
41,36.000000,0,0.000000,0,0,41,33,0,66867,0,4,10,"M","S",13,14,19,66,59681.000000,29,"F","F","F","F","F",0,"F","F","F","F"
54,24.000000,0,0.000000,0,0,54,16,0,67037,0,5,8,"M","S",23,11,29,58,25785.000000,21,"F","F","T","F","F",0,"F","F","F","F"
50,36.000000,39,25.806320,607,19,50,25,3,66857,0,5,9,"F","S",19,17,38,43,65816.000000,27,"F","F","F","T","F",1470,"F","F","F","F"
24,36.000000,0,0.000000,0,0,24,26,1,67025,0,3,9,"F","S",0,14,39,45,49921.000000,29,"F","F","F","T","F",100,"F","F","F","F"
32,36.000000,0,0.000000,0,0,32,27,2,67176,0,3,11,"F","U",2,12,17,70,46816.000000,35,"F","F","F","F","F",200,"F","F","F","F"
24,24.000000,0,0.000000,0,0,24,15,1,67058,0,1,11,"M","S",0,10,23,66,31972.000000,11,"T","F","F","F","F",100,"F","F","F","F"
41,48.000000,0,0.000000,0,0,41,38,1,67158,0,1,0,"M","M",10,11,43,45,60520.000000,29,"F","F","F","F","F",100,"F","F","F","F"
35,36.000000,0,0.000000,0,0,35,24,3,67478,0,4,11,"F","S",7,9,42,47,42369.000000,35,"F","F","F","F","F",300,"F","F","F","F"
36,24.000000,2,7.725667,59,1,36,23,0,67530,0,1,9,"M","S",7,13,18,67,56482.000000,42,"T","F","F","T","F",60,"F","F","F","F"
31,24.000000,0,0.000000,0,0,31,12,1,67481,0,4,10,"F","S",0,10,29,59,63015.000000,38,"F","T","F","F","F",100,"F","F","F","F"
32,48.000000,2,10.074980,175,2,32,36,0,67555,0,2,10,"F","S",0,7,27,64,37502.000000,30,"T","T","F","F","F",60,"F","F","F","F"
31,36.000000,3,14.178657,212,2,31,29,3,67571,0,3,11,"M","M",1,12,35,51,65620.000000,25,"F","F","F","T","F",390,"F","F","F","F"
38,36.000000,28,33.108749,909,26,38,31,0,67637,0,3,11,"M","S",6,8,32,59,40442.000000,41,"F","F","F","F","F",840,"F","F","F","T"
19,24.000000,5,11.677313,244,3,19,18,1,67543,0,6,10,"F","S",0,10,29,59,63015.000000,14,"F","F","T","F","F",250,"F","T","F","F"
45,24.000000,0,0.000000,0,0,45,16,0,67699,0,2,5,"F","S",19,16,16,67,52368.000000,39,"F","F","F","F","F",0,"F","F","F","F"
51,12.000000,4,8.932333,199,1,51,10,0,67939,0,4,11,"M","M",27,12,42,44,38557.000000,31,"T","F","F","F","T",120,"F","T","F","F"
42,48.000000,0,0.000000,0,0,42,38,1,67857,0,3,11,"M","S",14,6,17,75,52862.000000,41,"F","F","F","T","F",100,"F","F","T","F"
23,0.000000,0,0.000000,0,0,23,-6,0,68119,0,1,0,"M","S",0,15,31,52,42752.000000,40,"T","F","F","F","F",0,"F","F","T","F"
36,12.000000,0,0.000000,0,0,36,10,7,68091,0,2,9,"M","M",7,18,25,55,62270.000000,1,"T","F","F","F","F",700,"F","F","F","F"
28,36.000000,0,0.000000,0,0,28,31,0,68094,0,6,9,"F","S",0,7,33,58,65263.000000,2,"F","F","F","F","T",0,"F","F","F","F"
36,12.000000,3,8.805667,39,1,36,9,0,41105,0,1,10,"M","U",10,16,34,48,41701.000000,27,"F","T","F","F","T",90,"F","F","F","F"
47,12.000000,4,11.373657,807,3,47,10,1,41175,0,3,0,"M","M",17,10,22,66,45078.000000,13,"F","F","F","F","F",220,"F","F","F","F"
27,24.000000,18,24.637966,472,18,27,14,0,41355,0,2,11,"M","S",0,4,30,64,40287.000000,39,"F","F","F","F","F",540,"F","F","F","F"
43,24.000000,0,0.000000,0,0,43,20,0,41716,0,1,9,"F","S",11,6,37,56,37073.000000,46,"F","F","F","F","F",0,"F","F","F","F"
67,36.000000,0,0.000000,0,0,67,33,2,41900,0,7,0,"M","U",42,19,21,59,40318.000000,32,"F","F","T","F","F",200,"F","F","F","F"
18,0.000000,1,0.000000,0,0,18,-1,1,41941,0,1,9,"F","S",0,11,18,69,43220.000000,8,"T","F","F","F","F",130,"F","F","T","F"
46,12.000000,4,12.055667,89,1,46,8,0,42086,0,2,11,"F","S",14,12,38,49,29130.000000,20,"F","F","F","F","F",120,"F","F","F","F"
23,36.000000,0,0.000000,0,0,23,35,1,42161,0,4,10,"F","S",0,11,18,69,43220.000000,38,"F","T","F","F","F",100,"F","F","F","T"
55,48.000000,0,0.000000,0,0,55,35,0,42177,0,7,0,"F","S",21,9,36,54,45621.000000,15,"F","F","F","F","F",0,"F","F","F","F"
24,36.000000,0,0.000000,0,0,24,27,1,42193,0,3,8,"M","S",0,13,47,38,50205.000000,46,"F","F","F","F","F",100,"F","F","F","F"
39,12.000000,0,0.000000,0,0,39,-1,1,42286,0,1,0,"F","M",10,2,20,77,60974.000000,39,"T","F","T","F","F",100,"F","F","F","F"
36,12.000000,0,0.000000,0,0,36,7,1,42336,0,5,8,"F","M",6,16,29,53,42469.000000,37,"F","F","F","F","F",100,"F","F","T","F"
25,48.000000,2,8.909000,109,1,25,36,0,53148,0,1,10,"F","S",0,7,43,49,67905.000000,20,"F","F","T","F","F",60,"F","F","F","F"
39,24.000000,4,9.383147,117,3,39,20,0,53221,0,6,8,"F","M",5,6,38,54,37098.000000,9,"F","F","T","F","F",120,"F","F","F","F"
42,24.000000,0,0.000000,0,0,42,20,0,53432,0,4,10,"M","U",11,16,39,43,75147.000000,49,"F","F","F","F","F",0,"F","F","F","F"
18,12.000000,4,12.571333,238,2,18,10,6,68144,0,5,9,"M","S",0,14,40,44,54135.000000,48,"T","F","F","F","F",720,"F","F","F","F"
31,24.000000,0,0.000000,0,0,31,21,1,63114,0,4,9,"F","U",2,9,19,71,50752.000000,16,"F","F","F","F","F",100,"F","F","F","F"
35,24.000000,3,7.462333,129,1,35,11,0,63214,0,4,10,"M","S",7,13,18,67,56482.000000,30,"F","F","T","F","F",90,"F","F","F","T"
20,12.000000,0,0.000000,0,0,20,5,0,63041,0,1,0,"F","S",0,7,43,49,67905.000000,46,"T","F","F","F","F",0,"F","F","F","F"
49,24.000000,0,0.000000,0,0,49,14,0,63362,0,7,10,"F","S",25,6,35,58,57290.000000,41,"T","T","F","F","F",0,"F","F","F","F"
47,24.000000,0,0.000000,0,0,47,17,0,63378,0,5,10,"M","S",17,12,24,62,47588.000000,2,"T","F","F","F","T",0,"F","F","F","F"
73,24.000000,0,0.000000,0,0,73,17,0,63318,0,7,11,"F","S",44,12,30,57,54270.000000,34,"T","F","F","F","T",0,"F","F","F","T"
33,0.000000,0,0.000000,0,0,33,-5,2,63334,0,1,10,"M","M",6,10,32,56,54406.000000,37,"F","F","F","F","F",200,"F","F","F","F"
53,48.000000,3,8.632283,99,2,53,36,3,63343,0,6,11,"F","S",30,6,21,72,61179.000000,12,"F","F","F","F","F",390,"F","F","F","F"
57,36.000000,0,0.000000,0,0,57,34,1,63361,0,4,6,"F","S",31,8,32,58,46235.000000,38,"F","F","F","F","F",100,"F","F","F","F"
34,36.000000,0,0.000000,0,0,34,24,0,63548,0,1,11,"F","U",5,19,34,45,50245.000000,49,"T","F","F","F","F",0,"F","F","F","F"
24,24.000000,0,0.000000,0,0,24,13,1,63581,0,4,9,"F","S",0,6,38,55,53769.000000,15,"F","F","F","F","F",100,"F","F","F","F"
57,12.000000,0,0.000000,0,0,57,6,0,63697,0,5,8,"F","S",31,14,23,62,61260.000000,20,"T","F","F","F","F",0,"F","F","F","T"
57,12.000000,0,0.000000,0,0,57,9,1,63484,0,3,11,"M","S",25,16,48,34,45282.000000,21,"F","F","F","F","F",100,"F","F","F","F"
42,24.000000,0,0.000000,0,0,42,11,0,63543,0,1,9,"F","U",13,9,35,54,63632.000000,33,"F","F","F","F","T",0,"F","F","F","F"
42,48.000000,1,7.629000,129,1,42,37,0,69144,0,2,9,"M","U",12,13,45,41,78162.000000,42,"F","F","F","F","F",30,"F","F","F","F"
32,12.000000,0,0.000000,0,0,32,10,0,69196,1,4,10,"F","U",4,9,33,57,44525.000000,20,"F","F","F","F","F",0,"F","T","F","F"
52,24.000000,0,0.000000,0,0,52,11,0,63625,0,7,9,"F","S",20,10,25,64,52435.000000,22,"F","F","F","F","F",0,"F","F","F","F"
30,24.000000,5,11.320647,254,3,30,15,0,69346,0,5,10,"F","M",1,10,43,45,65721.000000,48,"F","F","F","F","T",150,"F","F","F","F"
33,36.000000,0,0.000000,0,0,33,28,1,69445,0,1,0,"F","M",8,9,20,69,54304.000000,6,"F","F","F","F","F",100,"F","F","F","T"
57,48.000000,0,0.000000,0,0,57,38,1,69234,0,6,10,"F","M",28,11,30,58,32222.000000,7,"F","F","F","F","F",100,"F","F","F","F"
45,36.000000,5,11.877950,178,3,45,33,1,69502,0,5,9,"M","S",18,11,31,56,68132.000000,13,"T","F","T","F","F",250,"F","F","F","F"
35,36.000000,2,8.719000,219,1,35,33,0,69541,0,4,0,"F","S",1,14,42,42,27747.000000,46,"F","F","F","F","F",60,"F","F","F","F"
46,36.000000,25,19.302723,470,12,46,33,0,69577,0,2,11,"F","S",17,8,24,66,43689.000000,39,"T","F","T","F","F",750,"F","F","F","F"
22,48.000000,1,8.389000,89,1,22,38,1,70149,0,1,7,"F","S",0,11,18,69,43220.000000,33,"T","F","F","F","T",130,"F","T","F","F"
46,0.000000,0,0.000000,0,0,46,-6,0,69900,0,4,9,"M","U",19,12,27,59,24450.000000,33,"F","F","T","F","F",0,"F","F","T","F"
30,12.000000,43,25.701496,435,19,30,10,0,69918,0,2,10,"M","U",4,10,20,69,65343.000000,12,"F","F","F","F","T",1290,"F","T","F","F"
41,36.000000,0,0.000000,0,0,41,25,1,70045,0,6,9,"F","M",11,15,22,62,56387.000000,44,"T","F","F","F","T",100,"F","F","F","F"
50,24.000000,0,0.000000,0,0,50,17,0,46480,0,7,11,"M","S",21,13,31,55,52114.000000,17,"T","F","T","T","F",0,"F","F","F","F"
62,36.000000,3,8.503990,104,2,62,23,1,46530,0,3,0,"F","U",29,9,42,48,38014.000000,31,"F","F","F","F","F",190,"F","F","F","F"
28,24.000000,1,10.152333,119,1,28,19,1,46723,0,6,11,"F","S",0,14,39,45,49921.000000,25,"T","F","F","F","F",130,"F","F","F","T"
31,24.000000,0,0.000000,0,0,31,15,2,46737,0,1,10,"F","U",4,9,45,44,40132.000000,28,"F","F","F","F","F",200,"F","F","T","F"
42,36.000000,0,0.000000,0,0,42,25,1,46989,0,4,5,"M","U",10,14,33,52,51199.000000,43,"F","F","F","F","F",100,"F","F","F","F"
70,36.000000,0,0.000000,0,0,70,23,1,47030,0,5,10,"F","S",39,9,28,62,58857.000000,42,"F","F","F","F","F",100,"F","F","F","F"
30,0.000000,0,0.000000,0,0,30,-5,1,47248,0,4,0,"F","U",1,9,26,63,64273.000000,52,"F","F","F","F","F",100,"F","F","F","F"
32,0.000000,0,0.000000,0,0,32,-5,1,47625,0,2,11,"M","S",2,12,29,57,71450.000000,2,"F","F","F","F","F",100,"F","F","T","F"
40,0.000000,0,0.000000,0,0,40,-4,3,47684,0,3,0,"M","M",12,8,19,72,73546.000000,25,"F","F","F","T","F",300,"F","F","F","T"
53,36.000000,1,9.609990,10,1,53,34,0,58512,0,2,0,"F","S",24,18,29,51,52999.000000,23,"F","F","F","F","F",30,"F","F","F","F"
27,24.000000,2,7.590667,124,1,27,13,2,58544,0,6,11,"M","S",0,12,29,58,43991.000000,51,"T","F","F","F","F",260,"F","F","F","F"
53,0.000000,0,0.000000,0,0,53,-5,1,58787,0,2,10,"F","S",22,10,28,60,68890.000000,8,"F","T","F","T","T",100,"F","F","F","F"
25,0.000000,0,0.000000,0,0,25,-6,0,58803,0,2,10,"F","S",0,7,43,49,67905.000000,7,"F","F","F","F","F",0,"F","F","F","F"
39,48.000000,6,11.133263,300,3,39,35,0,58921,0,6,9,"F","S",7,4,36,58,55328.000000,36,"F","F","F","F","F",180,"F","F","F","F"
40,36.000000,0,0.000000,0,0,40,34,3,58937,0,6,10,"F","M",11,7,29,62,47035.000000,2,"T","F","F","T","F",300,"F","F","F","F"
37,12.000000,3,9.038000,238,2,37,7,1,68153,0,2,9,"F","U",5,16,34,49,49518.000000,38,"F","F","F","F","T",190,"F","F","F","F"
61,24.000000,4,10.972137,106,3,61,13,2,70233,0,7,6,"F","M",29,14,25,59,59812.000000,43,"F","F","T","F","T",320,"F","F","F","T"
43,12.000000,3,8.455657,89,2,43,10,0,55927,0,6,10,"F","S",12,7,28,63,43626.000000,39,"T","F","F","T","F",90,"F","F","F","F"
51,36.000000,0,0.000000,0,0,51,27,2,55701,0,5,0,"F","M",20,7,29,63,34495.000000,9,"F","F","T","F","F",200,"F","F","F","F"
43,36.000000,0,0.000000,0,0,43,26,3,55882,0,1,10,"F","U",13,8,35,56,35867.000000,16,"F","F","F","F","F",300,"F","T","T","T"
70,12.000000,0,0.000000,0,0,70,10,2,55986,0,4,10,"M","M",38,11,26,62,52524.000000,7,"F","F","F","F","F",200,"F","F","F","F"
30,36.000000,0,0.000000,0,0,30,26,0,56069,0,1,10,"F","S",1,14,42,42,27747.000000,49,"F","F","F","T","F",0,"F","F","F","F"
26,12.000000,0,0.000000,0,0,26,0,0,56098,0,3,9,"M","S",0,4,30,64,40287.000000,37,"T","T","F","F","F",0,"F","F","F","F"
37,12.000000,4,8.666333,133,2,37,10,0,56393,0,6,6,"F","S",8,9,26,64,68819.000000,31,"F","F","T","F","F",120,"F","F","F","T"
35,0.000000,1,0.000000,0,0,35,-2,0,56219,0,2,10,"F","S",2,8,34,57,73436.000000,46,"T","F","F","T","F",30,"F","F","T","F"
28,0.000000,0,0.000000,0,0,28,-6,0,56270,0,5,8,"M","S",0,15,31,52,42752.000000,20,"F","F","F","F","F",0,"F","F","F","T"
33,24.000000,4,9.322647,156,2,33,20,0,56389,0,5,7,"F","U",4,9,33,57,44525.000000,17,"F","F","T","T","F",120,"F","F","T","F"
27,36.000000,0,0.000000,0,0,27,31,7,56509,0,3,0,"M","S",0,15,51,32,60530.000000,5,"F","F","F","F","F",700,"F","F","F","F"
14,12.000000,5,11.398930,199,3,14,5,1,56546,0,6,9,"M","S",0,13,47,38,50205.000000,23,"F","F","F","F","F",250,"F","T","T","F"
35,48.000000,0,0.000000,0,0,35,39,0,56561,0,5,11,"F","U",4,9,33,57,44525.000000,24,"F","F","F","F","F",0,"T","F","T","F"
30,12.000000,0,0.000000,0,0,30,6,1,56436,0,6,10,"M","M",2,11,35,52,66303.000000,18,"F","T","F","F","F",100,"F","F","T","F"
16,24.000000,4,11.029000,329,1,16,11,0,56779,0,1,8,"F","S",0,7,27,64,37502.000000,36,"F","F","F","F","F",120,"F","F","F","F"
43,36.000000,4,11.599303,66,3,43,23,0,56895,0,1,10,"F","S",13,11,27,61,54716.000000,1,"F","F","F","F","F",120,"F","F","F","F"
36,36.000000,0,0.000000,0,0,36,28,0,56719,0,1,10,"M","U",3,9,43,46,58861.000000,44,"F","F","F","F","F",0,"F","F","F","F"
50,0.000000,2,0.000000,0,0,50,-2,4,56891,0,7,9,"M","U",20,7,22,70,61328.000000,8,"F","F","F","F","F",460,"F","F","F","F"
32,24.000000,3,9.369990,170,1,32,21,4,57046,0,6,10,"F","M",5,5,28,66,54811.000000,26,"T","F","F","F","F",490,"F","F","F","F"
40,0.000000,0,0.000000,0,0,40,-6,1,57147,0,5,9,"F","S",12,14,28,56,45887.000000,9,"F","F","F","F","F",100,"F","F","F","F"
26,24.000000,4,9.604980,305,3,26,15,1,57071,0,4,8,"F","S",0,10,36,52,43935.000000,31,"F","F","F","F","F",220,"F","F","T","F"
24,36.000000,0,0.000000,0,0,24,23,0,57086,0,6,6,"F","S",0,7,27,64,37502.000000,45,"F","F","F","T","F",0,"F","F","F","T"
40,36.000000,2,10.382333,49,1,40,26,0,57177,0,2,8,"F","S",9,12,41,45,37443.000000,49,"F","F","F","F","F",60,"F","F","F","F"
33,12.000000,2,10.319990,120,1,33,10,2,57200,0,5,11,"F","U",6,13,39,47,53191.000000,6,"F","F","F","T","F",260,"F","F","F","F"
51,24.000000,3,11.785667,119,1,51,18,2,57315,0,6,8,"F","S",20,18,44,37,45357.000000,7,"F","F","F","F","F",290,"F","T","F","F"
28,36.000000,0,0.000000,0,0,28,27,4,57103,0,6,7,"F","S",0,16,32,50,50159.000000,52,"T","F","F","F","F",400,"F","F","F","F"
35,12.000000,0,0.000000,0,0,35,9,0,59057,0,5,9,"F","S",8,9,26,64,68819.000000,4,"T","F","T","F","F",0,"F","F","F","F"
40,36.000000,5,10.952657,86,2,40,26,0,59525,0,2,0,"F","U",10,8,35,55,48937.000000,20,"T","F","T","F","F",150,"F","F","T","F"
55,24.000000,0,0.000000,0,0,55,23,0,59916,0,4,10,"M","S",25,13,31,54,23751.000000,30,"F","F","F","T","T",0,"F","F","F","F"
55,36.000000,0,0.000000,0,0,55,32,0,60066,0,3,9,"M","M",24,11,36,52,58579.000000,46,"F","F","F","F","F",0,"F","F","F","F"
46,12.000000,0,0.000000,0,0,46,5,0,60520,0,3,10,"M","U",16,7,26,66,62909.000000,40,"T","F","F","F","F",0,"T","F","T","F"
39,24.000000,0,0.000000,0,0,39,15,1,60745,0,4,10,"F","U",8,13,36,49,58877.000000,16,"F","F","T","F","F",100,"F","F","F","F"
36,0.000000,0,0.000000,0,0,36,-2,0,57571,0,3,10,"M","S",5,7,39,52,55425.000000,7,"F","F","F","F","F",0,"F","F","F","F"
38,24.000000,0,0.000000,0,0,38,11,1,57590,0,3,8,"F","U",8,13,36,49,58877.000000,28,"F","F","T","F","F",100,"T","F","F","T"
31,48.000000,0,0.000000,0,0,31,39,0,68351,0,1,0,"M","S",3,20,40,39,21103.000000,44,"T","F","F","F","F",0,"F","F","F","F"
51,24.000000,4,10.719000,119,1,51,22,0,57502,0,6,9,"F","U",20,11,37,50,41325.000000,52,"F","F","F","F","F",120,"F","T","F","F"
47,12.000000,2,0.000000,0,0,47,0,5,68543,0,5,0,"M","S",20,8,20,70,36650.000000,3,"F","F","F","F","F",560,"T","F","F","T"
20,24.000000,1,8.685667,219,1,20,19,0,68678,0,1,6,"F","S",0,7,27,64,37502.000000,2,"F","F","T","F","F",30,"F","F","T","F"
65,36.000000,0,0.000000,0,0,65,29,0,68897,0,5,8,"M","S",35,13,32,53,58470.000000,29,"F","T","F","F","F",0,"F","T","F","F"
70,0.000000,0,0.000000,0,0,70,-3,0,68910,0,4,10,"M","S",38,14,15,70,73094.000000,49,"F","F","F","F","F",0,"F","F","F","F"
